지역1,지역2,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07
경기,김포시,287293,287086,286655,285897,285440,285672,286440,288164,289966,290716,292103,293578,304542,305542,306667,307258,306925,307058,307417,307292,306442,306275,307367,309900,310375,319535,319155,318887,318282,317676,317000,316394,315873,315423,314979,315183,315528,339200,339438,339944,340300,340188,340744,352906,355925,357219,358644,380519,397866,400341,404134,405922,406984,407397,408153
경기,고양시,304908,304711,304404,304401,304683,305057,305664,307737,310977,310827,311020,311451,333638,333018,332465,331944,331628,331376,330937,330091,329241,330016,332506,334203,334095,342693,342472,341870,340575,339471,338354,336855,335418,334718,334326,334308,335721,354826,355842,357674,360326,362545,366084,372958,377327,380387,383593,390899,403747,419744,436218,444334,448921,452111,458478
경기,덕양구,279821,279732,279455,279491,279795,280152,280768,282304,285723,285616,285777,286045,314189,313735,313250,312538,312598,312758,312780,312515,312288,314742,320265,323462,324197,340082,339948,339545,338104,337246,336291,335097,334328,333828,333381,333522,334634,360868,362029,364603,369088,373059,377684,385507,390507,395507,399772,409985,424375,443838,463279,472735,478537,481544,487441
경기,일산동구,353415,352981,352660,352632,353123,353642,354425,356736,359000,358651,358991,359830,379225,378157,377373,376971,376275,375706,374990,374206,373363,373578,373794,374931,373902,384360,384070,383500,382670,381540,380170,378510,377040,376210,376410,376620,378610,402569,403775,406451,409451,411667,415706,422480,426941,429451,432284,438098,449529,461882,477912,486657,491990,497069,506343
경기,일산서구,300556,300398,300065,300037,300157,300454,300935,303444,307130,307065,307194,307537,325175,324667,324190,323802,323317,322817,322048,320516,318968,318246,318865,319262,318825,319911,319637,318790,317371,316008,314863,313121,310952,310105,309411,309073,310468,318040,318770,319230,319579,319810,321802,327659,331254,332452,334690,339627,351611,365952,379333,385532,388270,390484,395563
경기,파주시,239181,238845,238405,238371,238603,238914,239207,240103,241440,241672,242250,243259,244992,244907,244924,245051,245119,245737,245898,245458,244288,242805,241737,241144,239136,241129,240508,240210,239629,239210,238718,237778,237036,236560,236181,236077,236052,263913,264049,263966,263928,263996,264186,270201,272799,274254,274458,278193,294792,306197,313576,316242,317735,319932,324538
경기,포천시,130903,130810,130784,130804,130887,131510,131857,132265,132376,132475,132666,132872,137904,137779,137567,137308,136998,136056,135773,135487,135275,134958,134669,133735,133625,142648,142500,142111,142019,141759,141574,140852,140722,140278,140259,140259,140315,137357,137179,137179,136795,136571,136661,136866,136955,137188,137491,137750,138018,138339,139411,140420,141723,143464,147071
경기,동두천시,132483,132517,132567,132570,132837,133278,133748,134038,134348,134508,134648,134863,140359,140375,140516,140422,140438,140313,140250,139828,139719,139750,139273,139156,139086,139758,139592,139565,139357,139173,139140,138750,138250,137833,137500,137133,136950,142435,142056,142169,142024,141694,141331,141153,141403,141532,141516,141435,141476,143419,147089,149935,152419,154855,159556
경기,양주시,160842,160803,160816,160868,161000,161303,161671,161995,162470,162503,162634,162992,174867,174867,174944,174978,175078,174967,174789,174600,174133,173867,173754,173228,172994,182210,182210,181895,180530,179760,178730,177670,177120,177010,176440,176190,175900,193942,194269,194721,194798,195346,198644,199202,200202,201096,201962,203519,205625,214385,224827,228500,230058,231462,237096
경기,의정부시,212315,212296,212306,212370,212630,213194,213611,214000,214333,214593,214750,215139,230735,230750,230773,230818,230818,230909,231015,231053,231129,231136,231159,231273,231273,238804,238754,238645,236486,236399,236174,236123,236022,236116,236355,236486,236935,246397,246630,246938,247356,247870,249243,251805,254664,258260,260582,263750,267777,273599,285017,292805,296942,300421,309092
인천,중구,221515,221471,221410,221459,221422,221398,221410,221060,220628,220530,220555,220445,239886,239829,239786,239643,238943,238300,237529,236700,235071,234000,233000,231786,230814,226583,225819,224931,223278,221236,220111,219861,220167,220778,221611,222021,223715,255071,255548,258714,262012,263470,265732,267161,267458,268375,269173,270268,271327,273077,276470,281994,287863,293292,300387
인천,동구,167695,167766,167695,167773,167989,168109,168277,168418,168673,169071,169291,169634,170714,170625,170625,170571,170393,170000,169411,168964,168804,168768,168607,168554,168420,166685,166278,165685,165685,165426,164815,164593,164315,165056,165148,165056,164694,164102,163694,163519,163741,164185,164694,164870,164907,164917,165213,166139,166306,166750,167831,169463,171444,173417,178472
인천,남구,200762,200845,200845,200917,201071,201226,201429,201702,202940,203512,204048,204381,216901,217237,217453,217608,217677,217677,217823,217823,217625,217659,218047,218487,219159,227657,227343,227436,227225,226945,226691,226640,226538,226903,226835,226996,228703,233234,235531,240641,244336,245781,246797,247859,249383,250055,251336,252758,254414,256188,261211,266117,270328,276328,289195
인천,연수구,319957,319897,319810,319966,320276,320405,321664,322276,323793,324879,325983,327043,345581,345875,347066,347691,348037,348397,349096,348412,345706,344904,345044,344838,344221,377507,376688,377597,376542,375111,374188,373444,371813,373174,374694,376243,379694,407351,413045,433617,443526,448071,455325,458805,459403,460747,461636,464825,471851,485916,503344,517922,534857,548870,565838
인천,남동구,256805,256798,256527,256424,256492,256644,256788,257051,257920,258553,259062,259735,267863,267918,268096,268185,268021,268103,268303,268227,268011,268059,268764,269589,269582,276120,275968,276399,276291,276209,276070,276073,275655,276158,276756,277070,278709,298569,299050,306484,315359,321072,326413,328638,328638,328225,328363,329934,333644,338419,345175,353684,359788,367631,378525
인천,부평구,241505,241330,243114,243237,243386,243675,244535,244746,245544,246193,246658,246939,257169,256547,256791,256878,256831,256338,255311,254838,254182,254149,254818,255872,257047,253780,253627,253147,254180,255413,256580,256700,256213,256473,256587,257847,258787,259789,261151,268000,273007,276158,280836,283895,286487,288697,290454,292586,294678,297638,301836,308487,314842,322493,334480
인천,계양구,189195,189215,189158,189178,189168,189354,189554,189684,190700,191350,191693,192073,208557,208582,208631,208615,208451,208254,208000,207877,207148,206426,206254,206885,207934,222408,222267,223317,225017,225808,226742,226617,225942,226942,227642,227708,228250,229883,230275,231242,232775,234742,236367,237133,237542,238158,238758,239667,241317,244192,248033,250800,255467,260833,269542
인천,서구,223419,223411,222831,222952,223056,223185,223073,223274,223726,224452,224968,225427,262426,262405,262291,262304,262257,262000,261764,261399,261034,261027,261392,262297,263845,275344,275130,274481,273682,273422,273195,273188,273331,273981,273990,275383,276266,314358,318549,339043,344469,346846,352309,355457,356562,357198,358167,360071,361429,363645,369438,377941,389410,397216,408469
부산,중구,130723,131181,131531,131829,132492,132994,133342,133896,134667,134842,134894,134913,154983,154817,154450,154283,153983,153530,152957,152490,151957,151623,151263,150930,150363,150708,150250,149750,149292,149188,149083,149042,148938,148479,148354,148396,148354,148438,148563,148708,148208,148125,147583,147333,146708,146042,145708,145500,145708,145292,145042,143750,144000,143542,144688
부산,서구,226000,226208,226583,226792,227208,228167,229042,229896,231167,231479,231542,231583,262114,262182,262182,262136,261568,261170,260295,259682,259068,258795,258205,257295,256682,269727,269136,268318,267443,266330,265125,263705,262568,262114,261705,261500,260750,273204,273017,272767,272260,271552,271427,271740,272510,273688,276104,279385,285240,288302,291635,292560,295510,298344,301656
부산,동구,206195,206589,206950,207238,207832,208662,209268,209623,210208,210253,210253,210253,195222,195111,195056,194611,194167,193750,193361,192250,191600,190833,190144,188753,187667,212759,212085,211450,211779,211676,211324,210559,210059,209353,208985,208691,208515,206903,206736,206486,206264,206097,205819,205847,206764,208222,209250,210944,215000,217222,218722,219681,220708,221931,225986
부산,영도구,171150,171528,171900,172141,172710,172845,173328,173714,174386,174245,174134,173962,184330,184209,183584,183030,182655,182227,181191,180780,180459,180155,179905,179030,178620,198336,197974,197629,197060,196629,196284,195905,195569,195259,194379,193983,193379,196767,196692,196583,196408,196308,196067,196117,196050,196033,196017,196000,196592,197275,197533,197858,198275,198717,200742
부산,부산진구,219185,219569,220040,220395,221082,222249,223308,224031,224656,224893,224868,224827,260182,259573,259245,258645,257673,257400,256955,256291,255527,254900,254364,253891,253109,255795,255393,254768,253821,252920,252018,251018,249746,249004,248326,248080,247857,255561,255947,255965,255702,255298,254956,258553,260184,261535,261754,267342,278404,285579,289395,291561,293754,295772,299675
부산,남구,304766,305981,306711,307231,308305,309745,310925,310884,311430,311540,311590,311300,303078,302789,302289,301578,300467,299367,298089,296567,295100,293922,292822,292000,290567,308773,308136,307909,307330,307114,306818,305761,305330,304989,305045,305966,308841,352167,352740,352740,352490,352771,354104,358583,362781,368583,374750,386479,404156,416125,429406,433771,435406,437083,441427
부산,연제구,320224,321184,321500,321711,322355,323421,324171,324776,325329,325039,324724,324355,350438,350113,349725,349125,347525,346288,345188,344138,343063,342075,341350,340550,339700,343244,342756,342305,341988,341402,340646,340280,339195,338134,337037,337171,339037,351964,353250,353702,353560,353464,353679,355917,359286,363571,368798,382524,393333,402643,411964,416345,418988,422405,431333
부산,수영구,336667,338076,338515,338697,339030,339727,340833,342288,343530,343515,343500,342955,424534,424193,423500,422920,422057,421125,417989,417398,416432,415551,414369,413619,411790,414432,413608,412365,411216,411622,410905,409568,409108,407919,408757,410662,421230,416855,418474,419447,419211,419197,423461,431289,438605,448000,454697,471671,487053,491316,493276,494882,496487,503053,510421
부산,해운대구,301664,302041,302339,302470,302643,303184,304016,305008,305598,305369,304946,304733,393621,392710,391121,389919,388323,387258,385081,384210,383073,381685,380847,378387,376242,370095,368659,368040,367087,365516,364040,362984,362087,361190,360595,362786,372270,388523,389000,389188,389000,390375,391352,402664,416750,430352,441008,462680,476023,483148,489547,494570,499422,509109,526641
부산,금정구,294829,295732,296488,297159,298268,299585,301085,301829,302220,302305,302305,302329,310550,310238,309850,308600,307950,307188,306175,305325,303050,301700,301250,301125,299825,300075,299000,297875,296550,295038,294088,293800,293213,292400,292600,292888,295488,296927,297902,298317,298159,298256,298305,299037,299585,301293,302561,306171,320305,327573,332659,335902,338024,341000,349512
부산,동래구,290593,291198,291849,292128,292942,294000,295128,295884,296674,297017,297087,297227,363670,363409,363068,362614,362170,361375,360443,359807,357409,356420,355205,353625,351784,345967,344935,343196,339978,338489,337467,336234,335984,335125,333505,334984,341484,344484,345130,345964,345818,345922,347630,354536,361693,369568,374318,386245,396474,400807,406047,410068,413161,416651,425036
부산,기장군,213470,214095,214429,214714,215286,216286,217310,217571,217833,217762,217726,217548,219529,218324,217868,217147,216074,215441,214956,214515,213721,213412,212926,212471,211941,220372,220103,219513,219103,218641,217962,217436,217051,216462,215218,214077,213000,223220,222439,221890,221476,220927,220293,220207,219293,218707,218829,219598,229805,243000,248244,250951,253073,260585,268671
부산,북구,211167,211833,212520,212931,213588,213990,214451,214922,215225,215451,215608,215578,262208,262000,261792,261396,260877,260330,259735,258358,257093,256225,255990,255244,254216,251231,250577,249279,247635,246567,245231,244317,243861,243370,242909,242466,242332,256598,256802,256915,256726,256566,256755,257500,258047,258726,259406,261292,269830,276099,280458,282212,283962,285858,290632
부산,강서구,324098,325087,326587,327761,329924,334000,335228,336163,337565,338283,338859,339326,363679,362929,362018,361643,361036,360054,359232,357536,354125,353464,353018,351607,350304,340047,338906,337484,335531,334078,332359,331047,330063,329297,330281,330047,331016,349581,350203,350500,350257,350095,350230,351581,353635,355149,356770,360716,375770,381770,386649,392932,401095,408689,416081
부산,사상구,186643,187429,187869,188202,188690,189321,189774,190036,190274,190226,190250,190258,201012,200605,200233,200209,199988,199355,199006,198128,196372,195279,194616,193837,193314,200873,200301,199099,197670,196494,195554,194792,194435,194327,194327,194345,194429,193994,194041,193878,193564,193297,193523,194337,194767,195256,195570,196930,202169,206651,208767,210116,210791,212570,218326
부산,사하구,183730,184540,185400,186070,187240,188640,189600,190360,190660,190740,190540,190150,204135,203798,203529,203183,202971,202567,201779,201231,199990,199250,198615,198125,197567,200611,200176,199602,198796,198231,197009,196111,195407,194694,194120,193861,193583,191566,191369,191228,190891,190732,190582,190664,190764,191373,192009,194164,202191,207518,210745,212791,214609,217382,222682
대구,중구,283441,282996,282844,282641,282530,282307,282241,282722,285278,286630,288593,290222,304759,306167,307222,310167,315185,317519,318963,321852,323148,325630,329019,333963,337444,362431,363741,364500,365793,366466,366603,366483,366638,366931,367534,369121,371138,405783,407633,408917,408050,407867,408633,409867,412067,413383,418033,425200,436000,443200,454267,463117,469400,475833,480950
대구,동구,226501,226314,225916,225563,225248,224805,224644,224912,226016,227052,227478,228159,240310,240802,240845,240922,241207,241121,241405,241345,241552,242155,243181,243250,243310,252683,252400,252017,251642,251233,251217,251717,252217,252242,252600,252892,253275,268653,269000,268984,268605,268306,268548,268968,269621,270484,271113,272065,273786,279040,285323,290266,292371,294819,297556
대구,서구,220132,220000,219794,219529,219162,219000,218618,218632,219147,219632,219971,220353,223242,223484,223806,224919,225306,225484,225242,225403,225597,225968,226839,227452,228532,233872,235055,235555,236388,236888,237533,238150,239033,239133,239283,239650,240600,241967,243583,244467,244117,244100,244783,245467,246500,249850,252367,257033,261917,267350,271917,275067,277067,279317,280733
대구,남구,235900,235500,235400,235200,235100,234633,234700,234867,235350,235983,236650,237450,235315,235870,236963,238074,238574,239519,239741,240296,240704,240778,241296,241611,242204,260964,261571,261893,262661,263196,263821,264339,265464,265929,266839,268089,272071,281552,283293,282759,282707,282759,282931,283586,284414,285500,287052,289810,294793,296483,299534,302914,306138,308172,310897
대구,북구,225754,225518,225175,225009,224711,223816,223465,223272,223570,223711,223904,224149,221375,221431,221021,220590,221181,221806,221847,222333,222806,223667,225014,225965,226139,235331,235266,235201,234987,234773,234286,233961,233636,233578,233558,233591,233890,246891,246846,246692,246064,245968,246032,246109,246494,246603,246949,247596,251212,252962,257359,260705,264000,266199,268404
대구,수성구,361131,360911,360919,360860,360716,360699,361182,361784,369742,374547,376979,379564,416120,420852,425239,430246,436810,443282,446634,449345,451592,456303,464415,472444,479380,503616,504295,504589,503870,503411,503068,502356,500863,500740,501384,502219,504199,511412,512514,512331,511419,511520,513101,515851,524139,535841,548632,568595,587878,601135,615932,627311,633635,641182,648196
대구,달서구,245353,245007,244522,244199,243846,243397,243257,243301,243706,244221,244735,245544,261429,261976,262441,262947,263629,263841,264200,264612,265135,265453,266200,267265,268124,276785,276837,276738,276145,275860,275453,275073,274968,275061,275724,276683,277578,280770,282138,282356,282276,282316,282966,283948,285580,288454,291678,296822,307293,312494,317851,322126,324868,327339,330328
대구,달성군,189075,188800,188489,188164,187875,187695,187573,187530,187763,188365,189245,190174,210206,211008,211444,211685,212123,212269,212160,211467,211725,212038,212561,213024,213059,213297,213077,213229,213385,213289,213127,211684,210350,209899,209415,209560,209419,226594,226594,226047,225023,224234,224555,224633,224664,225258,226008,226977,229242,231563,234492,238367,241617,244098,247262
광주,동구,202577,202981,202885,203000,202904,202808,202827,202885,202365,202038,201769,201635,192179,192679,192589,192321,192071,193000,193446,193857,194786,194964,195696,196411,197500,238426,238412,238426,238265,237993,237272,236654,236140,235860,235787,236022,236228,246615,246858,246953,246966,246993,246818,246932,247095,247473,247905,249115,255331,257723,258696,259257,260122,261730,265304
광주,서구,214591,214809,214918,215100,215500,215745,215400,215745,216145,216327,216700,217009,213788,213917,214364,215008,216000,216553,217258,217970,219159,220591,222576,223780,226068,247299,247679,247791,247896,247687,247597,247336,247358,247321,247493,247537,247634,251500,251699,251801,251890,251875,251956,252191,252353,252375,252537,252971,255735,257375,258235,258765,259632,260368,262809
광주,남구,187474,187612,187714,187894,187923,188342,188750,189195,189336,189782,190282,190513,238529,239202,239875,240817,241548,242683,244279,246163,248269,253750,257510,258490,258712,324575,324202,324255,324300,324036,322882,322082,320936,320305,319741,319723,319277,320864,320891,320909,320704,319835,319246,319022,316960,315638,316478,319277,328232,332313,334039,335075,337530,339941,343884
광주,북구,163367,163433,163451,163070,163045,162643,162427,162442,162500,162423,162558,162406,170393,170501,170841,171154,170977,170927,170700,170653,170467,170450,170927,171260,171393,184345,184570,184729,184686,184241,183941,183634,183369,183263,183234,183347,183469,186939,187271,187402,187479,187424,187534,187649,187966,188216,188491,188802,190771,192131,193393,194582,196085,198018,201762
광주,광산구,181821,181959,181941,182116,182179,182661,182625,182875,183170,183750,184205,184777,197326,198028,199111,200007,201174,202083,202750,204229,206014,211153,214229,215347,215931,230493,230662,230689,230128,229405,228432,227696,227412,227264,227338,227520,227642,228283,228300,228233,228040,227847,227670,227663,227613,227707,227763,228603,235410,237670,239203,240717,242270,243770,247250
대전,동구,168603,167744,167782,167872,168013,168179,168218,168705,169744,170365,170699,171487,174216,174398,174477,174500,174705,174682,174591,174523,174500,174420,174386,174239,174261,181826,181500,181023,180721,180663,180698,180849,181442,184070,187517,190360,191587,232728,235870,240609,248022,250473,259940,261946,263870,266304,267598,269598,273337,276402,279793,282739,285424,288348,291207
대전,중구,192628,192801,192987,193282,193712,194019,194327,194577,194885,195077,195333,195974,183776,184245,184480,184761,185000,185071,185214,185663,185990,186122,186582,187214,187520,189125,189354,189323,189552,191000,192958,194323,196313,200667,206385,210443,215130,222082,225541,229612,231546,232321,237949,240071,241490,242837,244429,246571,249694,253418,257306,261316,264571,266857,270255
대전,서구,216011,216592,216911,217113,217232,217089,216782,216685,218092,218576,219415,220561,221825,222713,223540,223772,224094,224557,224814,225013,225478,225725,229482,234543,238796,258594,259231,259433,259447,259710,260203,261398,265131,269172,274394,280367,285476,291976,297695,305325,308949,310733,320699,325267,327452,332363,335911,339644,346353,351949,358791,364531,369092,372637,378182
대전,유성구,267086,267397,267612,267647,267845,267712,267621,267764,268099,268724,269259,269934,270855,271327,272726,273669,273984,273613,273786,273988,275238,276899,281327,285222,287810,307735,308129,308621,309280,311689,314614,316409,320432,324583,330606,338773,346174,379396,386134,394104,397791,398022,411216,415709,421172,433444,440310,451160,467810,476101,486190,493698,500735,508340,514862
대전,대덕구,152203,152347,152462,152575,151680,151826,151958,152109,152464,152757,152864,153114,165232,165414,165546,165844,165796,165606,165523,165286,164869,164411,163971,163485,163250,178406,178319,178329,178103,177933,177672,177464,177365,177641,178005,178651,179688,180651,181625,183458,185464,186604,191115,192885,195427,198396,200260,202635,205365,208344,211500,214641,217484,219240,221802
울산,중구,317510,317410,317280,317050,316370,316170,315820,315280,315040,314730,314385,313335,283363,282238,281313,280650,279025,276413,275000,272550,270200,268463,266500,263763,260925,271716,270635,269068,267155,265851,264568,263770,263446,263311,264027,265514,267595,270145,271605,273026,273316,273671,274724,277461,281645,286678,290974,296914,308342,316803,323618,327125,330421,333507,337967
울산,남구,250810,250680,250860,250870,250890,250880,250720,250640,250530,250420,250240,249900,291037,291009,290769,289926,289278,287593,286120,284278,281806,280648,278417,276037,273685,265846,264779,264096,263087,262712,262279,262481,262567,262644,263337,265163,267635,271802,274160,276340,276972,277509,280236,284396,289047,297038,305000,314604,334047,341142,343925,345547,346943,347858,351745
울산,동구,186643,185229,184086,184457,184343,183471,182514,182614,182800,183043,182786,180843,206594,205063,204271,204010,202865,200698,198354,196021,193302,191188,189031,186938,184688,205591,204386,203409,202259,201955,201936,201068,200359,199209,198900,199291,200223,202241,203118,203800,204300,204482,204923,206136,204909,203582,204141,205445,213373,219855,221542,221786,222142,222405,224091
울산,북구,213250,213196,212967,212598,211967,211185,210174,208935,206772,205817,205072,203787,203895,201767,199744,198756,197221,194698,192673,190574,187972,186198,184087,181833,179178,193408,191856,190518,188991,187817,186736,185764,185029,184846,185577,186774,188413,200330,201996,203415,204268,205138,206415,207728,209625,212103,213848,216371,224335,231022,235223,236884,238067,239902,241496
울산,울주군,176285,176220,176189,176017,175978,175984,176019,175653,175302,174897,174305,173888,201482,201000,200462,200201,198980,197572,195737,193889,191826,190439,188578,187059,185224,183618,182594,181244,180106,178938,178019,177956,178175,178338,179075,179675,180194,194612,196290,197304,198482,198869,199524,200327,201952,204060,205345,207583,215399,221268,223708,226518,227369,227595,229476
세종,,231809,231911,231671,231534,232256,234788,241624,244114,245682,245657,245630,245631,285988,286645,287068,288000,288998,289896,290533,291527,291794,291271,291107,291771,292105,338627,338226,336720,334075,333160,331009,329262,328364,328136,328057,328163,331777,373034,382547,405333,414208,415734,426547,455479,501789,523888,529898,534018,538273,541534,544419,546018,547445,547383,545648
강원,춘천시,156093,156470,156751,157229,157694,157967,157988,157883,157764,158110,158603,158821,193216,192703,191932,191473,190635,189770,189054,187608,185622,184365,183135,181905,180500,183776,182987,182263,181592,180895,180092,179224,177553,176118,175013,173842,172776,171776,171171,171316,171500,171711,172447,174230,175368,176401,177447,178520,179921,181191,182322,183809,186033,187987,190086
강원,원주시,140789,140969,140993,141095,141505,141962,142189,142302,142260,142332,142466,142554,154237,153772,153819,153714,153135,151838,149784,148676,147940,147519,146648,145757,144303,149475,149098,147871,147211,145071,143726,142339,141238,139798,139446,139899,139375,141710,142108,142977,142750,142903,143335,144591,145580,146358,146841,147602,148938,151165,154466,156665,157699,158415,159352
강원,강릉시,127026,127104,127218,127604,128239,129083,129638,130413,131067,131688,132124,132589,132194,132234,132702,133492,133726,134121,134315,134169,133935,133290,132806,131935,131048,147303,147144,146894,146606,146136,145697,145152,144712,144182,143886,143689,143492,148257,148235,148228,148324,148669,149118,149338,149853,150963,152110,153581,154463,155713,157009,158522,160059,162265,166324
강원,동해시,95321,95628,95962,96438,96872,97198,97398,97681,98074,98605,98840,99114,101095,101048,100929,100857,100655,100429,100214,99917,99250,98798,97988,96679,95714,108238,107675,107438,106400,106125,104963,104413,104125,103800,102725,102288,101875,107726,107583,107262,107119,106988,106738,106714,106714,106643,106583,106821,107060,107012,107283,107369,107298,107595,108048
강원,태백시,75776,75774,75813,75932,76087,76166,76287,76434,76579,76674,76716,76805,79094,79094,79000,79156,79288,79247,79216,79234,79309,79291,79278,79228,79134,78333,78325,78317,78283,78263,78254,78150,78150,78088,78033,77950,77950,77938,78021,78063,78271,78333,78396,78375,78375,78188,78208,78250,78146,78125,78188,78313,78125,78208,78333
